blocks;minecraft:air;minecraft:amethyst_block;minecraft:amethyst_cluster;minecraft:andesite;minecraft:azalea;minecraft:barrel;minecraft:bedrock;minecraft:big_dripleaf;minecraft:big_dripleaf_stem;minecraft:birch_fence;minecraft:birch_planks;minecraft:birch_slab;minecraft:birch_stairs;minecraft:black_stained_glass;minecraft:blue_bed;minecraft:bubble_column;minecraft:budding_amethyst;minecraft:calcite;minecraft:candle;minecraft:cave_air;minecraft:cave_vines;minecraft:cave_vines_plant;minecraft:chain;minecraft:chest;minecraft:chiseled_sandstone;minecraft:chiseled_stone_bricks;minecraft:chiseled_tuff;minecraft:chiseled_tuff_bricks;minecraft:clay;minecraft:coal_ore;minecraft:cobbled_deepslate;minecraft:cobblestone;minecraft:cobweb;minecraft:copper_ore;minecraft:crafting_table;minecraft:crying_obsidian;minecraft:cut_sandstone;minecraft:dark_oak_log;minecraft:dark_oak_planks;minecraft:dark_oak_stairs;minecraft:dark_oak_trapdoor;minecraft:decorated_pot;minecraft:deepslate;minecraft:deepslate_coal_ore;minecraft:deepslate_copper_ore;minecraft:deepslate_diamond_ore;minecraft:deepslate_gold_ore;minecraft:deepslate_iron_ore;minecraft:deepslate_lapis_ore;minecraft:deepslate_redstone_ore;minecraft:diamond_ore;minecraft:diorite;minecraft:dirt;minecraft:dispenser;minecraft:flower_pot;minecraft:flowering_azalea;minecraft:glow_lichen;minecraft:gold_block;minecraft:gold_ore;minecraft:granite;minecraft:grass_block;minecraft:gravel;minecraft:gray_bed;minecraft:hopper;minecraft:iron_ore;minecraft:kelp;minecraft:kelp_plant;minecraft:ladder;minecraft:lapis_ore;minecraft:large_amethyst_bud;minecraft:lava;minecraft:light_blue_terracotta;minecraft:magenta_bed;minecraft:magma_block;minecraft:medium_amethyst_bud;minecraft:moss_block;minecraft:moss_carpet;minecraft:mossy_cobblestone;minecraft:mossy_stone_brick_slab;minecraft:mossy_stone_brick_stairs;minecraft:netherrack;minecraft:oak_button;minecraft:oak_fence;minecraft:oak_leaves;minecraft:oak_log;minecraft:oak_planks;minecraft:oak_pressure_plate;minecraft:oak_slab;minecraft:oak_stairs;minecraft:oak_trapdoor;minecraft:oak_wood;minecraft:obsidian;minecraft:packed_ice;minecraft:polished_granite;minecraft:polished_tuff;minecraft:polished_tuff_slab;minecraft:potted_dead_bush;minecraft:purple_bed;minecraft:raw_copper_block;minecraft:raw_iron_block;minecraft:red_bed;minecraft:red_candle;minecraft:red_glazed_terracotta;minecraft:redstone_ore;minecraft:sand;minecraft:sandstone;minecraft:sea_lantern;minecraft:seagrass;minecraft:short_grass;minecraft:small_amethyst_bud;minecraft:small_dripleaf;minecraft:smooth_basalt;minecraft:spawner;minecraft:spore_blossom;minecraft:spruce_door;minecraft:spruce_fence;minecraft:spruce_planks;minecraft:spruce_stairs;minecraft:spruce_trapdoor;minecraft:stone;minecraft:stone_brick_stairs;minecraft:stone_bricks;minecraft:suspicious_sand;minecraft:tall_grass;minecraft:tall_seagrass;minecraft:trial_spawner;minecraft:tuff;minecraft:tuff_bricks;minecraft:vault;minecraft:vine;minecraft:wall_torch;minecraft:water;minecraft:waxed_chiseled_copper;minecraft:waxed_copper_block;minecraft:waxed_copper_bulb;minecraft:waxed_copper_door;minecraft:waxed_copper_grate;minecraft:waxed_cut_copper;minecraft:waxed_cut_copper_slab;minecraft:waxed_cut_copper_stairs;minecraft:waxed_exposed_copper_bulb;minecraft:waxed_oxidized_chiseled_copper;minecraft:waxed_oxidized_copper;minecraft:waxed_oxidized_copper_bulb;minecraft:waxed_oxidized_copper_door;minecraft:waxed_oxidized_copper_grate;minecraft:waxed_oxidized_copper_trapdoor;minecraft:waxed_oxidized_cut_copper;minecraft:waxed_oxidized_cut_copper_slab;minecraft:waxed_oxidized_cut_copper_stairs;minecraft:waxed_weathered_copper_bulb;minecraft:white_stained_glass
-32;25338;146;0;0;0;0;0;0;0;0;0;0;0;0;0;7;14;184;0;33;0;0;0;1;0;0;0;4;11;0;0;41;0;0;0;0;0;0;0;0;0;0;200110;0;0;355;305;289;150;256;0;0;0;0;0;0;31;0;0;0;0;2690;0;0;0;0;0;5;0;1;1747;0;0;0;3;0;0;43;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;5;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;247;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17775;2400;7;0;0;3826;12;87;15;1;6;0;12;0;7;0;492;0;0;0;0;79;0;12;7;4
-31;24715;152;1;0;0;2;0;0;0;0;0;0;0;0;0;5;13;219;3;72;0;0;0;4;0;0;0;136;12;0;5;65;0;0;0;0;0;0;0;0;0;20;202958;0;0;388;332;296;145;240;0;0;0;0;4;0;31;0;0;0;0;2519;0;0;0;0;0;5;0;2;1484;0;0;0;1;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;269;1;0;0;0;0;0;0;0;0;0;0;0;0;3;17746;835;0;0;0;3587;5;418;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;9;0;0
-30;23268;164;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;219;0;113;0;0;0;1;0;0;0;0;17;0;4;76;0;0;0;0;0;0;0;0;0;0;204078;0;0;375;339;325;148;279;0;0;0;0;0;0;24;0;0;0;0;2645;0;0;0;0;0;5;0;0;1308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;373;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17454;1322;0;0;0;3619;4;19;17;0;2;0;0;0;16;0;0;3;1;3;0;0;0;9;13;0
-29;24241;154;0;0;0;1;0;0;0;0;0;0;0;0;0;4;17;308;0;116;0;0;0;0;0;0;48;387;30;0;3;77;0;0;0;0;0;0;0;0;0;0;204059;0;0;352;320;324;168;238;0;0;0;0;0;0;22;0;0;0;0;2889;0;0;0;0;0;5;0;2;393;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17325;998;0;0;1;3429;13;108;0;0;10;0;0;0;0;0;322;0;0;3;0;0;0;10;0;0
-28;24240;207;1;0;0;0;0;0;0;0;0;0;0;0;0;4;15;313;0;79;0;0;0;0;0;0;0;0;31;0;0;52;0;0;0;0;0;0;0;0;0;0;203625;0;0;377;383;334;161;218;0;0;0;0;0;0;32;0;0;0;0;3167;0;1;0;0;0;6;0;0;371;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;233;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17300;1236;0;0;0;3717;0;228;4;0;7;6;6;0;0;0;18;0;0;9;0;0;0;31;1;0
-27;24029;263;2;0;0;0;0;0;0;0;0;0;0;0;0;5;26;287;0;49;0;0;0;0;0;0;0;0;37;0;0;32;0;0;0;0;0;0;0;0;0;0;203113;0;0;397;408;301;180;238;0;0;0;0;0;0;42;0;0;0;0;3283;0;0;0;0;0;6;0;0;258;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;4;0;5;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;407;0;0;0;0;0;0;0;6;0;0;0;0;0;0;17179;1503;3;0;0;4110;4;25;8;0;297;0;4;0;7;0;99;5;0;9;0;5;3;15;3;0
-26;26932;291;6;0;0;0;0;0;0;0;0;0;0;0;0;2;35;316;0;0;0;0;0;1;0;0;1;54;125;0;0;17;0;0;0;0;0;0;0;0;0;0;202987;0;0;343;398;320;137;198;0;0;0;0;0;0;31;0;0;0;0;3217;0;0;0;0;0;4;0;1;22;0;0;5;1;10;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;12;0;2;2;0;0;0;0;0;0;0;0;451;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17119;1021;1;0;0;2168;3;423;1;0;21;3;3;2;0;0;4;0;1;3;0;0;0;5;0;0
-25;27398;319;5;0;0;0;0;0;0;0;0;0;0;0;0;2;31;406;0;46;4;0;0;2;0;0;2;211;226;0;0;32;0;0;0;0;0;0;0;0;0;0;201705;0;0;343;372;311;146;198;0;0;0;0;0;0;25;0;0;0;0;3314;0;0;0;0;0;0;0;0;32;0;0;5;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;435;1;0;0;0;0;0;0;3;0;0;0;0;0;0;17512;1247;1;0;0;2343;3;10;6;0;0;0;2;2;17;0;4;4;1;3;0;0;0;5;12;0
-24;28612;325;2;0;0;0;0;0;0;0;0;0;0;0;0;4;28;430;0;50;0;4;0;0;0;0;0;296;285;0;0;30;0;0;0;0;0;0;0;0;0;0;199741;0;0;330;320;325;161;264;0;0;0;0;0;0;51;0;0;0;0;3470;0;0;0;0;0;0;0;0;36;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;3;1;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17540;1133;0;0;0;2783;0;80;1;0;0;0;0;2;0;0;4;0;0;3;0;0;0;5;0;0
-23;24717;321;2;0;0;0;0;0;0;0;0;0;0;0;0;4;34;369;0;53;1;3;0;0;0;0;0;0;433;0;0;30;0;0;0;0;0;0;0;0;0;0;202186;0;0;344;319;378;193;261;0;0;0;0;0;0;27;0;0;0;0;3656;0;0;0;0;0;0;0;1;24;0;0;0;1;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17990;1482;0;0;1;1774;0;13;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;7;1;0
-22;23247;279;4;0;0;0;0;0;1;0;0;0;0;0;0;4;27;361;0;49;2;2;0;0;0;0;0;0;543;0;0;43;0;0;0;0;0;0;0;0;0;0;203466;0;0;355;375;452;199;240;0;0;0;0;0;0;28;0;0;0;0;3738;0;0;0;0;0;0;0;2;33;0;0;0;2;20;1;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;393;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17846;3130;0;1;0;1794;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;7;0;0
-21;22849;256;1;0;0;0;0;0;1;0;0;0;0;0;0;2;32;357;0;33;1;3;0;1;0;0;0;0;661;0;0;26;0;0;0;0;0;0;0;0;0;0;204986;0;0;360;432;501;213;256;0;0;0;0;0;1;27;0;0;0;0;3762;0;0;0;0;0;0;0;1;57;0;0;0;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;447;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18600;939;0;0;0;1802;0;91;0;0;0;3;3;2;0;0;4;0;0;0;0;0;0;5;0;0
-20;22497;278;2;0;2;2;0;1;0;0;0;0;0;0;0;2;25;340;0;37;1;2;0;0;0;0;0;0;711;0;0;24;0;0;0;0;0;0;0;0;0;0;205691;0;0;314;417;526;273;241;0;0;0;0;0;2;34;0;0;0;0;3527;0;0;0;0;0;0;0;0;32;0;0;65;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;11;0;0;430;0;0;0;0;0;0;0;0;0;0;0;2;0;0;18595;501;1;1;0;1694;0;6;1;0;0;0;2;2;3;0;329;0;0;0;0;121;0;7;3;0
-19;23023;311;2;0;1;0;0;0;0;0;0;0;0;0;0;2;25;308;0;39;1;1;0;0;0;0;0;7;679;0;0;43;0;0;0;0;0;0;0;0;0;0;206325;0;2;293;403;536;223;205;0;0;0;0;0;0;33;0;0;0;0;3484;0;2;0;0;0;0;0;1;46;0;0;0;0;10;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;373;0;0;0;0;0;0;0;0;0;0;0;2;0;0;18003;312;0;1;0;1802;0;202;2;0;4;0;0;2;0;0;4;0;0;0;0;0;0;7;0;0
-18;23336;290;5;0;0;0;0;0;0;0;0;0;0;0;0;2;29;329;0;69;2;1;0;2;0;0;4;0;809;0;0;49;0;0;0;0;0;0;0;0;0;0;206222;0;24;284;421;581;261;202;0;0;0;0;0;0;40;0;0;0;0;3343;0;0;0;0;0;0;0;5;37;0;0;2;4;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;1;338;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17550;517;0;1;0;1827;4;3;9;0;0;0;0;0;1;0;1;0;0;0;0;0;0;9;0;0
-17;24756;299;7;0;0;0;0;0;0;0;0;0;0;0;0;2;29;318;0;38;1;1;0;0;0;0;3;140;878;0;0;48;0;0;0;0;0;0;0;0;0;0;204696;0;49;299;448;589;293;260;0;0;0;0;0;0;23;0;0;0;0;3277;0;0;0;0;0;0;0;3;60;0;0;1;3;10;2;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;343;0;0;0;0;0;0;0;1;0;0;0;1;0;1;17450;333;0;2;1;1843;2;27;1;0;0;0;0;0;0;0;128;0;0;0;0;30;0;8;0;0
-16;27567;283;2;0;0;0;0;0;0;0;0;0;0;0;0;3;26;322;0;87;7;1;0;1;0;0;0;0;917;0;0;69;0;0;0;0;0;0;0;0;0;0;201509;0;62;301;449;620;299;253;0;0;0;0;0;0;32;0;0;0;0;3283;0;0;0;0;0;0;0;1;33;0;0;0;0;9;1;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;352;1;0;0;0;0;0;0;0;0;0;0;1;0;0;17552;369;0;0;0;1933;0;116;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;4;0;0
-15;27489;237;0;0;0;1;0;0;0;0;0;0;0;0;0;3;20;299;0;120;2;8;0;1;0;0;0;0;860;0;0;101;0;0;0;0;0;0;0;0;0;0;200698;0;113;300;391;633;290;250;0;0;0;0;0;0;32;0;0;0;0;3563;0;0;0;0;0;0;0;1;36;0;0;0;2;30;1;63;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;330;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18165;418;1;3;0;1990;6;147;11;0;0;0;2;1;3;0;125;1;0;0;0;0;0;4;5;0
-14;27832;173;0;0;0;0;0;0;0;0;0;0;0;0;0;3;27;292;0;133;3;4;0;2;0;0;0;0;711;0;0;82;0;0;0;0;0;0;0;0;0;0;200133;0;117;301;396;628;283;248;0;0;0;1;0;0;32;0;0;0;0;3762;0;1;0;0;0;0;0;2;34;0;0;0;2;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;2;0;339;1;0;0;0;0;0;0;0;0;0;0;0;0;1;18466;454;0;0;0;2206;0;13;5;0;0;9;9;0;0;0;0;0;0;0;0;0;0;3;0;0
-13;28227;139;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;252;0;143;2;6;0;0;0;0;0;0;616;0;0;74;0;0;0;0;0;0;0;0;0;0;198854;0;145;306;362;605;287;268;0;0;0;0;0;0;30;0;0;0;0;3893;0;0;0;0;0;0;0;0;54;0;0;1;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18822;441;3;0;0;2612;0;24;0;0;0;0;6;0;0;1;9;0;0;6;0;4;0;3;0;0
-12;28745;120;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;212;0;100;1;6;0;0;0;0;0;141;521;0;0;43;0;0;0;0;0;0;0;0;0;0;198518;0;150;229;364;671;288;201;0;0;0;0;0;0;38;0;0;0;0;3983;0;0;0;0;0;0;0;0;30;0;0;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;338;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18713;456;1;0;0;2850;1;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
-11;30408;71;0;0;1;0;0;0;0;0;0;0;0;0;0;3;5;172;0;51;2;5;0;0;0;0;1;0;439;0;0;29;0;0;0;0;0;0;0;0;0;0;197538;0;166;257;318;769;295;257;0;0;0;0;0;0;29;0;0;0;0;4080;0;0;0;0;0;0;0;0;25;0;0;2;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18278;235;1;1;1;3011;0;0;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
-10;32276;42;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;106;0;0;2;2;0;0;0;0;0;0;425;0;0;29;0;0;0;0;0;0;0;0;0;0;196825;0;195;264;372;719;299;219;0;0;0;0;0;0;31;0;0;0;0;4028;0;0;0;0;0;0;0;0;22;0;0;6;0;15;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17077;125;0;1;0;3266;0;153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-9;34374;40;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;45;0;47;0;1;0;1;0;0;0;0;423;0;0;32;0;0;0;0;0;0;0;0;0;0;195691;0;212;275;379;686;248;248;0;0;0;0;0;0;29;0;0;0;0;3672;0;0;0;0;0;0;0;0;21;0;0;6;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;140;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15966;242;0;0;0;3427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-8;39663;37;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;40;0;50;0;1;0;0;0;0;0;0;365;0;0;34;0;0;0;0;0;0;0;0;0;0;191673;0;211;275;381;681;263;233;0;0;0;0;0;0;49;0;0;0;0;3305;0;0;0;0;0;0;0;0;60;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14791;775;0;0;0;3755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-7;38273;37;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;74;0;50;0;0;0;0;0;0;0;0;222;0;0;47;0;0;0;0;0;0;0;0;0;0;194113;0;270;284;349;725;244;198;0;0;0;0;0;0;30;0;0;0;0;3258;0;0;0;0;0;0;0;0;22;0;0;4;2;13;1;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14782;0;0;0;0;3588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-6;36419;72;1;39;0;0;0;0;0;0;0;0;0;0;0;12;4;89;0;95;0;0;0;2;0;0;0;0;85;0;0;64;0;0;0;0;0;0;0;0;0;0;194807;0;318;214;357;779;264;234;0;215;0;0;0;0;38;0;0;99;0;3470;0;0;1;0;0;0;0;0;35;0;0;6;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;1;0;112;1;0;0;0;0;0;0;0;0;0;0;1;0;0;14901;0;0;0;0;4018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-5;34553;90;0;621;0;0;0;0;0;0;0;0;0;0;0;13;9;105;0;50;0;0;0;0;0;0;0;0;34;0;0;51;0;1;0;0;0;0;0;0;0;0;192899;0;368;148;341;682;288;222;0;1363;0;0;0;0;47;0;6;1142;0;3635;0;0;23;0;0;0;4;0;36;0;0;16;0;5;2;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14974;0;0;2;1;4854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-4;31010;90;0;1933;0;0;0;0;0;0;0;0;0;0;0;14;7;118;0;58;0;0;0;2;0;0;0;0;33;0;0;79;0;12;0;0;0;0;0;0;0;0;189253;0;389;109;320;769;316;174;4;3494;145;0;0;1;43;0;11;3110;0;3548;0;0;33;0;0;0;14;0;41;0;0;45;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;152;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14764;0;0;0;0;6610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-3;27013;62;2;4072;0;0;0;0;0;0;0;0;0;0;0;26;7;118;0;149;0;0;0;1;0;0;0;0;37;0;0;92;0;37;0;0;0;0;0;0;0;0;183778;0;366;95;258;873;304;175;4;6074;977;0;0;0;47;0;25;5629;0;3248;0;0;46;0;0;0;21;0;20;0;0;54;1;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;183;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13663;0;0;0;0;9256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-2;23512;59;0;6537;0;0;0;0;0;0;0;0;0;0;0;50;11;130;0;133;0;0;0;1;0;0;0;0;33;0;0;71;0;49;0;0;0;0;0;0;0;0;176633;6;365;69;263;848;313;144;5;8946;2177;0;0;0;39;0;39;8216;0;3108;0;0;61;0;0;0;35;0;20;0;0;54;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;177;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11531;0;0;0;0;13108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1;20628;93;0;9091;0;0;0;0;0;0;0;0;0;0;0;68;9;131;0;132;0;0;0;0;0;0;0;0;14;5;0;72;0;64;0;0;0;0;0;0;0;0;168582;34;380;49;278;788;302;162;1;11374;3252;0;0;0;37;0;50;10791;0;3069;0;0;99;0;0;0;38;1;12;0;0;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8629;0;0;0;0;18305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;19018;121;1;11176;0;0;0;0;0;0;0;0;0;0;0;96;11;130;0;88;0;0;0;0;0;0;0;0;0;28;0;34;0;227;0;0;0;0;0;0;0;0;160191;39;362;40;229;778;314;197;8;13029;3743;0;0;0;57;0;52;13231;0;3166;0;0;163;0;0;0;52;1;13;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;43;0;0;0;0;0;3;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5599;0;0;0;0;24336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;16963;111;1;13421;0;0;0;0;0;0;0;0;0;0;0;111;8;134;0;45;0;0;0;0;0;0;0;0;0;43;0;4;0;269;0;0;0;0;0;0;0;0;137118;62;301;61;202;695;254;170;15;13822;3814;0;0;0;54;0;95;15030;0;3334;0;0;273;0;0;0;114;0;3;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;65;0;0;0;0;0;0;0;183;0;0;0;0;0;0;0;19472;0;0;0;0;0;0;2876;0;0;0;1;27595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;16084;117;2;14862;0;0;0;0;0;0;0;0;0;0;0;119;13;151;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;382;0;0;0;0;0;0;0;0;116198;79;287;46;161;616;225;135;19;13897;3850;0;0;0;53;0;138;15897;0;3556;0;0;380;0;0;0;124;0;22;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;89;0;0;0;1;0;0;0;183;0;0;0;0;0;0;0;38904;0;0;0;0;0;0;1115;0;0;0;0;28975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;15214;134;0;15454;0;0;0;0;0;0;0;0;0;0;0;119;12;147;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;464;0;0;0;0;0;0;0;0;97832;101;219;20;116;528;227;108;22;13144;3790;0;0;0;49;0;129;15907;0;3579;0;0;571;0;0;0;155;0;98;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;73;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;58680;0;0;0;0;0;0;167;0;0;0;0;29367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;14480;108;0;15840;0;0;0;0;0;0;0;0;0;0;0;113;10;147;0;96;0;0;0;0;0;0;0;0;0;214;0;0;0;519;0;0;0;0;0;0;0;0;78274;116;158;15;116;390;140;75;24;12985;3826;0;0;0;38;0;135;15684;0;3440;0;0;672;0;0;0;174;0;84;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;133;0;0;0;1;0;0;0;177;0;0;0;0;0;0;0;78543;0;0;0;0;0;0;0;0;0;0;0;30005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;14075;72;0;16043;0;0;0;0;0;0;0;0;0;0;0;113;6;113;0;179;0;0;0;0;0;0;0;0;0;239;0;0;0;546;0;0;0;0;0;0;0;0;58364;103;147;4;74;322;90;39;9;13481;4070;0;0;0;44;0;168;15162;0;3269;0;0;737;0;0;0;221;0;6;0;0;42;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;113;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;98263;0;0;0;0;0;0;0;0;0;0;0;30485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
